Planet Name,Planet Letter,Host Name,TIC ID,Gaia DR3 ID,Discovery Year,Discovery Method,Discovery Facility,Discovery Locale,Number of stars,Number of planets,Reference,ADS link,Last Updated,Planet Mass [Mjup],Planet Mass - Upper Unc [Mjup],Planet Mass - Lower Unc [Mjup],Relative Mass Error,Planet Msin(i) [Mjup],Planet Msin(i) - Upper Unc [Mjup],Planet Msin(i) - Lower Unc [Mjup],Planet Radius [Rjup],Planet Radius - Upper Unc [Rjup],Planet Radius - Lower Unc [Rjup],Relative Radius Error,Orbital Period [days],Orbital Period - Upper Unc [days],Orbital Period - Lower Unc [days],Orbit Semi-Major axis [au],Orbit Semi-Major axis - Upper Unc [au],Orbit Semi-Major axis - Lower Unc [au],Source of the Orbit Semi-Major axis,Eccentricity,Eccentricity - Upper Unc,Eccentricity - Lower Unc,Eccentricity Upper Limit Flag,Insolation Flux [Earth Flux],Insolation Flux - Upper Unc [Earth Flux],Insolation Flux - Lower Unc [Earth Flux],Equilibrium Temperature [K],Equilibrium Temperature - Upper Unc [K],Equilibrium Temperature - Lower Unc [K],Inclinaison [deg],Inclinaison - Upper Unc [deg],Inclinaison - Lower Unc [deg],Projected Obliquity [deg],Projected Obliquity - Upper Unc [deg],Projected Obliquity - Lower Unc [deg],Projected Obliquity Reference,Epoch of Periastron [days],Epoch of Periastron - Upper Unc [days],Epoch of Periastron - Lower Unc [days],Argument of Periastron [deg],Argument of Periastron - Upper Unc [deg],Argument of Periastron - Lower Unc [deg],Impact parameter,Impact parameter - Upper Unc,Impact parameter - Lower Unc,Source of the Impact parameter,Transit Depth [%],Transit Depth - Upper Unc [%],Transit Depth - Lower Unc [%],Source of the Transit Depth,Transit Duration [hrs],Transit Duration - Upper Unc [hrs],Transit Duration - Lower Unc [hrs],Transit Midpoint [days],Transit Midpoint - Upper Unc [days],Transit Midpoint - Lower Unc [days],Measured Radial Velocity Semi-Amplitude [m/s],Measured Radial Velocity Semi-Amplitude - Upper Unc [m/s],Measured Radial Velocity Semi-Amplitude - Lower Unc [m/s],Spectral Type,Stellar Effective Temperature [K],Stellar Effective Temperature - Upper Unc [K],Stellar Effective Temperature - Lower Unc [K],Stellar Radius [Rsun],Stellar Radius - Upper Unc [Rsun],Stellar Radius - Lower Unc [Rsun],Stellar Mass [Msun],Stellar Mass - Upper Unc [Msun],Stellar Mass - Lower Unc [Msun],Stellar Metallicity [dex],Stellar Metallicity - Upper Unc [dex],Stellar Metallicity - Lower Unc [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Lsun)],Stellar Luminosity - Upper Unc [log(Lsun)],Stellar Luminosity - Lower Unc [log(Lsun)],Stellar Surface Gravity [log(cm/s**2)],Stellar Surface Gravity - Upper Unc [log(cm/s**2)],Stellar Surface Gravity - Lower Unc [log(cm/s**2)],Stellar Age [Gyr],Stellar Age - Upper Unc [Gyr],Stellar Age - Lower Unc [Gyr],Stellar Rotational Velocity [km/s],Stellar Rotational Velocity - Upper Unc [km/s],Stellar Rotational Velocity - Lower Unc [km/s],Stellar Rotational Period [days],Stellar Rotational Period - Upper Unc [days],Stellar Rotational Period - Lower Unc [days],V Mag,V Mag - Upper Unc,V Mag - Lower Unc,J Mag,J Mag - Upper Unc,J Mag - Lower Unc,K Mag,K Mag - Upper Unc,K Mag - Lower Unc,Distance [pc],Distance - Upper Unc [pc],Distance - Lower Unc [pc],Right Ascension [deg],Right Ascension - Error [deg],Declinaison [deg],Declinaison - Error [deg],Parallax [mas],Parallax Error [mas],Radial Velocity [km/s],Radial Velocity - Error [km/s],Teff [K] (Gaia DR3),Teff - Upper Unc [K] (Gaia DR3),Teff - Lower Unc [K] (Gaia DR3),[Fe/H] [dex] (Gaia DR3),[Fe/H] - Upper Unc [dex] (Gaia DR3),[Fe/H] - Lower Unc [dex] (Gaia DR3),Stellar Luminosity [log(Lsun)] (Gaia DR3),Stellar Luminosity - Upper Unc [log(Lsun)] (Gaia DR3),Stellar Luminosity - Lower Unc [log(Lsun)] (Gaia DR3),log(g) [log(cm/s**2)] (Gaia DR3),log(g) - Upper Unc [log(cm/s**2)] (Gaia DR3),log(g) - Lower Unc [log(cm/s**2)] (Gaia DR3),Stellar Age [Gyr] (Gaia DR3),Stellar Age - Upper Unc [Gyr] (Gaia DR3),Stellar Age - Lower Unc [Gyr] (Gaia DR3),Expected Radial Velocity Semi-Amplitude [m/s] - Computation,Planet Density [g/cm**3] - Computation,Planet Density - Upper Unc [g/cm**3] - Computation,Planet Density - Lower Unc [g/cm**3] - Computation,Insolation Flux [Earth Flux] - Computation,Insolation Flux - Upper Unc [Earth Flux] - Computation,Insolation Flux - Lower Unc [Earth Flux] - Computation,Equilibrium Temperature [K] - Computation,Equilibrium Temperature - Upper Unc [K] - Computation,Equilibrium Temperature - Lower Unc [K] - Computation,Transmission Spectroscopy Metric (TSM) - Computation,Emission Spectroscopy Metric (ESM) - Computation
TOI-481 b,b,TOI-481,3,5,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Brahm et al. 2020,http://adsabs.harvard.edu/abs/2020AJ....160..235B,2020-12-10,1.53,0.03,0.03,0.0196078431372549,1.52985,0.03,0.03,0.99,0.01,0.01,0.0101010101010101,10.33111,2e-05,2e-05,0.097,0.001,0.001,Reference,0.153,0.006,0.007,0,,,,1370.0,10.0,10.0,89.2,0.3,0.3,,,,Reference,,,,64.8,1.8,1.8,0.15,0.05,0.05,Reference,0.376,0.012,0.012,Reference,,,,2458511.6418,0.0002,0.0002,,,,G3V,5735.0,72.0,72.0,1.66,0.02,0.02,1.14,0.02,0.01,0.26,0.05,0.05,[Fe/H],0.435,0.016,0.013,4.06,0.01,0.01,6.7,0.4,0.6,4.54,0.3,0.3,,,,9.972,0.005,0.005,8.803001,0.023,0.023,8.443,0.023,0.023,179.34559631347656,11.522903442382812,2.189788818359375,110.51269272598606,0.0121997958049178,-57.38500150842793,0.0136322798207402,5.629200301754052,0.0116378627717494,38.30093383789063,0.1999056935310363,5818.05908203125,41.13037109375,30.27001953125,0.3813999891281128,0.0317000150680542,0.0339999794960022,0.4620238542556762,0.005720444449425,0.0051402342505753,4.088500022888184,0.0121998786926269,0.0395998954772949,7.498720645904541,0.8044791221618652,0.8426551818847656,132.28,1.955437712976393,0.0705786023564833,0.0705786023564833,311.62,6.67,6.63,1169.0,6.0,6.0,23.79754070260376,38.06194626973205
TOI-4860 b,b,TOI-4860,3,3,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Almenara et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract,2024-03-04,0.273,0.006,0.006,0.0219780219780219,0.27291,0.006,0.006,0.77,0.03,0.03,0.0389610389610389,1.5227591,3e-07,3e-07,0.01808,0.00015,0.00015,Reference,0.008,0.013,0.006,0,42.5,1.9,1.9,694.0,15.0,15.0,88.5,0.6,0.4,,,,Reference,,,,240.0,130.0,130.0,0.29,0.06,0.11,Reference,4.832,0.462,0.462,Reference,1.231,0.011,0.011,2460036.69124,0.0001,0.0001,98.9,1.3,1.3,M3.5V,3260.0,50.0,50.0,0.36,0.01,0.01,0.34,0.01,0.01,0.27,0.12,0.12,[Fe/H],,,,4.86,0.04,0.04,,,,,,,,,,16.47,0.2,0.2,12.056,0.022,0.022,11.175,0.026,0.026,,,,183.56393571005825,0.028162432834506,-13.17484182960496,0.0240596625953912,12.37684121883012,0.0336056873202323,20.423866271972656,3.5183722972869877,,,,,,,,,,,,,,,,98.93,0.7415639538166174,0.0881952970686432,0.0881952970686432,,,,,,,,
TOI-500 b,b,TOI-500,1,5,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,4,Serrano et al. 2022,https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract,2022-05-09,0.00447,0.00057,0.00057,0.1275167785234899,0.00443,0.00057,0.00056,0.104,0.005,0.005,0.048076923076923,0.548177,1.9e-05,1.9e-05,0.01189,0.00041,0.0004,Reference,0.063,0.073,0.044,0,1138.0,123.0,112.0,1617.0,41.0,41.0,82.09,2.53,1.31,,,,Reference,,,,228.5,72.9,160.6,0.53,0.12,0.18,Reference,0.02487,0.00226,0.0022,Reference,0.998,0.05,0.044,2458468.3905,0.0017,0.0017,1.35,0.17,0.17,K5V,4440.0,100.0,100.0,0.68,0.02,0.02,0.74,0.02,0.02,0.12,0.08,0.08,[Fe/H],,,,4.62,0.02,0.02,5.0,0.2,0.2,,,,,,,10.54,0.03,0.03,8.403,0.024,0.024,7.715,0.026,0.026,47.47499847412109,0.0345001220703125,0.0368995666503906,106.5591260459907,0.009996885433793,-47.58783586261576,0.0094713913276791,21.09278431183061,0.0104477340355515,55.83762741088867,0.1586676836013794,4495.35107421875,2.5869140625,12.15771484375,0.4925999939441681,0.007500022649765,0.0266999900341033,-0.6942471265792847,0.0106313543992056,0.010985717177391,4.591000080108643,0.0006999969482421,0.0023002624511718,,,,1.34,4.92794265049678,0.9487159132767446,0.9487159132767446,1433.02,100.22,97.78,1712.0,30.0,29.0,16.370199818045254,9.271362067638094
TOI-5153 b,b,TOI-5153,1,2,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Ulmer-Moll et al. 2022,https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract,2022-07-12,3.26,0.18,0.17,0.053680981595092,3.25851,0.17992,0.16992,1.06,0.04,0.04,0.0377358490566037,20.33003,7e-05,7e-05,0.158,0.006,0.006,Reference,0.091,0.024,0.026,0,,,,906.0,13.0,13.0,88.27,0.14,0.14,,,,Reference,,,,144.0,24.0,23.0,0.725,0.024,0.027,Reference,0.606,0.057,0.057,Reference,4.87,0.08,0.07,2458486.1239,0.0019,0.002,212.0,8.0,8.0,F7V,6300.0,80.0,80.0,1.4,0.04,0.04,1.24,0.07,0.07,0.12,0.08,0.08,[Fe/H],,,,4.3,0.15,0.15,5.4,1.0,1.0,10.1,1.0,1.0,,,,11.932,0.022,0.022,10.681,0.024,0.024,10.408,0.019,0.019,366.9236145019531,2.936370849609375,2.70672607421875,91.5403217610622,0.0097777293995022,-19.95344905311945,0.015506500378251,2.5633998811169207,0.022935289889574,-35.6913948059082,0.3904689848423004,6120.06494140625,7.81982421875,6.9775390625,-0.1438000053167343,0.0066000074148178,0.0057999938726425,0.4038803577423095,0.0072812650946222,0.0072975689545273,4.191100120544434,0.0078001022338867,0.007699966430664,4.24983549118042,0.6163425445556641,0.6171591281890869,209.92,3.394361900172304,0.4275362124160113,0.4230753601004411,101.95,7.78,7.78,884.0,17.0,17.0,6.1378458861096,12.37650152432961
TOI-519 b,b,TOI-519,2,5,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Hartman et al. 2023,https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract,2023-11-07,0.525,0.064,0.064,0.1219047619047619,0.52474,0.06397,0.06397,1.059,0.02,0.02,0.0188857412653446,1.26523248,1.2e-07,1.2e-07,0.01648,0.00027,0.00027,Reference,0.048,,,1,54.0,4.0,4.0,754.0,14.0,14.0,88.19,0.14,0.14,,,,Reference,,,,,,,0.313,0.022,0.024,Reference,9.14,0.614,0.614,Reference,1.236,0.005,0.005,2459013.15299,3.6e-05,3.6e-05,191.0,22.0,22.0,M3V,3354.0,63.0,63.0,0.36,0.01,0.01,0.37,0.02,0.02,0.265,0.083,0.083,[Fe/H],-1.836,0.034,0.037,4.9,0.01,0.01,0.55,0.75,0.19,,,,,,,17.35,0.2,0.2,12.847,0.027,0.027,11.951,0.024,0.024,116.17379760742188,0.6259002685546875,0.5853958129882812,124.60675204561328,0.0227483212947845,-19.66278772837456,0.0211288202553987,8.680676323519785,0.0372776836156845,28.02225112915039,8.02409553527832,3418.496826171875,1.54296875,1.5537109375,-0.0417999997735023,0.0073999986052513,0.0100999996066093,-1.7080003023147583,0.0988196512357029,0.1280665844678878,4.8460001945495605,0.0041999816894531,0.0048999786376953,,,,191.16,0.5481880484836439,0.073691669649846,0.073691669649846,72.12,7.51,9.53,811.0,21.0,27.0,194.47519688327085,162.37715021485667
TOI-5205 b,b,TOI-5205,4,1,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Kanodia et al. 2023,https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract,2023-03-15,1.08,0.06,0.06,0.0555555555555555,1.07947,0.05997,0.05997,1.03,0.03,0.03,0.029126213592233,1.630757,1e-06,1e-06,0.0199,0.0002,0.0002,Reference,0.02,0.02,0.014,0,49.0,4.0,4.0,737.0,15.0,15.0,88.21,0.24,0.22,,,,Reference,,,,-42.0,186.0,100.0,0.343,0.047,0.043,Reference,7.367,0.572,0.572,Reference,1.4,0.03,0.03,2459443.47179,0.00019,0.00019,346.0,14.0,14.0,M3V,3430.0,54.0,54.0,0.39,0.01,0.01,0.39,0.01,0.01,1.0,,,[Fe/H],-1.712,0.034,0.037,4.84,0.03,0.03,,,,2.0,,,,,,15.899,1.03,1.03,11.926,0.028,0.028,11.006,0.023,0.023,88.71320343017578,0.3140945434570312,0.6704025268554688,313.77068826983714,0.017900014296174,24.36098423871825,0.0155115621164441,11.464109787285308,0.0258077830076217,-60.911598205566406,4.285123348236084,3454.66650390625,2.37158203125,9.815673828125,0.1358000040054321,0.0037999898195266,0.0071000009775161,-1.5666770935058594,0.073505477077516,0.0885517224669456,4.781000137329102,0.0047998428344726,0.0013999938964843,,,,348.01,1.225660587715783,0.1269103129196122,0.1269103129196122,68.5,5.22,6.22,801.0,15.0,18.0,111.86932326601602,190.53269008175977
TOI-5293 A b,b,TOI-5293 A,2,2,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,2,1,Canas et al. 2023,https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract,2023-07-21,0.54,0.07,0.07,0.1296296296296296,0.53988,0.06998,0.06998,1.06,0.04,0.04,0.0377358490566037,2.930289,4e-06,4e-06,0.034,0.004,0.003,Reference,0.38,,,1,34.6,8.6,6.2,675.0,42.0,30.0,88.8,0.5,0.6,,,,Reference,,,,-92.0,161.0,45.0,0.32,0.12,0.14,Reference,4.389,0.473,0.372,Reference,1.94,0.05,0.04,2459448.9148,0.0004,0.0004,115.6,14.5,14.5,M2V,3586.0,88.0,88.0,0.52,0.02,0.01,0.54,0.02,0.02,-0.03,0.12,0.12,[Fe/H],,,,4.77,0.05,0.05,2.9,2.2,2.2,2.0,,,20.6,0.3,0.4,16.19,1.133,1.133,12.465,0.031,0.031,11.639,0.035,0.035,161.59739685058594,0.8795013427734375,0.8498992919921875,355.82867966125457,0.024659015238285,-2.045094437859237,0.0198651999235153,6.164515046998529,0.0281785875558853,,,3713.734619140625,2.647216796875,2.572021484375,-0.002600000007078,0.0071000000461936,0.0120999999344348,-1.2503429651260376,0.0371403265608036,0.0408584102988243,4.663099765777588,0.0032000541687011,0.0034999847412109,,,,122.42,0.562256265672713,0.0967665569180045,0.0967665569180045,48.61,11.58,8.8,735.0,44.0,33.0,98.20289209291194,64.37140556387652
TOI-530 b,b,TOI-530,3,3,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Gan et al. 2022,http://adsabs.harvard.edu/abs/2021arXiv211004220G,2021-10-11,0.4,0.09,0.1,0.2375,0.39995,0.08999,0.09999,0.83,0.06,0.06,0.072289156626506,6.387597,1.9e-05,1.8e-05,0.052,0.005,0.004,Reference,0.0,,,0,,,,565.0,28.0,31.0,89.1,0.3,0.3,,,,Reference,,,,90.0,,,0.33,0.08,0.11,Reference,2.495,0.455,0.455,Reference,,,,2458470.1998,0.0016,0.0017,,,,M1V,3659.0,120.0,120.0,0.54,0.03,0.03,0.53,0.02,0.02,0.376,0.095,0.095,[Fe/H],-1.31,0.042,0.047,4.7,0.03,0.03,,,,,,,,,,15.403,0.136,0.136,12.112,0.023,0.023,11.238,0.02,0.02,145.85220336914062,0.8625030517578125,1.8311004638671875,103.41283530261472,0.0243794731795787,12.881569704030474,0.0227050203830003,6.769711588687978,0.0282395631074905,-34.35013198852539,4.599171161651611,3788.845947265625,15.594482421875,9.62841796875,0.2196000069379806,0.0280999988317489,0.015400007367134,-1.170488357543945,0.0312290898271399,0.0337346270680427,4.679999828338623,0.0048003196716308,0.0048999786376953,,,,68.47,0.8675287055111657,0.2711030667782947,0.2871133394991711,24.97,4.87,3.93,622.0,30.0,24.0,58.76205036602168,26.90387461990224
TOI-532 b,b,TOI-532,1,3,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Kanodia et al. 2021,http://adsabs.harvard.edu/abs/2021AJ....162..135K,2021-08-16,0.1935,0.03052,0.02926,0.1544702842377261,0.19339,0.0305,0.02924,0.519,0.017,0.017,0.0327552986512524,2.3266508,3e-06,3e-06,0.0296,0.00035,0.00035,Reference,0.0,,,0,94.1,8.0,8.0,867.0,18.0,18.0,88.08,0.51,0.41,,,,Reference,,,,90.0,,,0.35,0.093,0.075,Reference,0.765,0.056,0.056,Reference,1.75,0.02,0.02,2458470.576777,0.00086,0.000902,,,,K9V,3927.0,37.0,37.0,0.61,0.01,0.01,0.64,0.02,0.02,0.338,0.072,0.066,[Fe/H],-1.095,0.01,0.01,4.67,0.02,0.02,7.1,4.4,4.8,2.0,,,,,,14.413,0.006,0.006,11.466,0.023,0.023,10.587,0.025,0.025,136.5343017578125,1.7006988525390625,1.3264007568359375,85.08005702756655,0.0146526070311665,11.56263205609082,0.0111412154510617,7.39118199165515,0.0179945211857557,9.671476364135742,1.1917853355407717,4139.693359375,32.77734375,16.9619140625,0.1544999927282333,0.1512999981641769,0.0675999894738197,-0.9175790548324584,0.0181479488654159,0.019829049706459,4.595300197601318,0.0190997123718261,0.0201001167297363,13.22649097442627,0.2735090255737304,3.5426645278930664,39.94,1.7164732340317523,0.3189764674744541,0.309546340372286,137.99,4.11,4.26,954.0,7.0,7.0,48.06507221082682,30.19390108697827
TOI-5344 b,b,TOI-5344,1,5,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Hartman et al. 2023,https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract,2023-11-07,0.412,0.04,0.04,0.0970873786407767,0.41149,0.03995,0.03995,0.946,0.021,0.021,0.022198731501057,3.792622,6.2e-06,6.2e-06,0.04041,0.00075,0.00075,Reference,0.054,,,1,38.0,3.0,3.0,689.0,12.0,12.0,87.15,0.067,0.067,,,,Reference,,,,,,,0.7348,0.0094,0.0113,Reference,2.716,0.152,0.152,Reference,1.773,0.015,0.015,2459848.9903,0.00019,0.00019,74.4,6.8,6.8,M0.5V,3747.0,64.0,64.0,0.59,0.01,0.01,0.61,0.03,0.03,0.425,0.088,0.088,[Fe/H],-1.213,0.033,0.036,4.69,0.01,0.01,10.9,5.8,5.8,,,,,,,15.402,0.149,0.149,11.799,0.021,0.021,10.86,0.018,0.018,,,,63.26622250068612,0.0211478378623724,20.91515375602456,0.0132851833477616,7.305284937640852,0.0233103800565004,44.99831771850586,2.626211881637573,,,,,,,,,,,,,,,,74.6,0.6035064925604792,0.0710525092329509,0.0710525092329509,37.5,1.86,1.94,689.0,9.0,9.0,90.53389016424454,45.30828580895619
TOI-5398 b,b,TOI-5398,8,7,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,2,Mantovan et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract,2023-11-07,0.18469,0.01793,0.01762,0.09624235204938,0.18467,0.01793,0.01762,0.919,0.036,0.036,0.0391730141458106,10.590547,1.2e-05,1.1e-05,0.098,0.005,0.005,Reference,0.13,,,1,,,,947.0,28.0,28.0,89.21,0.31,0.21,,,,Reference,,,,92.0,82.0,45.0,0.272,0.069,0.11,Reference,0.809,0.065,0.065,Reference,4.258,0.149,0.103,2459616.49232,0.00022,0.00021,15.7,1.5,1.5,F9.5V,6000.0,75.0,75.0,1.05,0.01,0.01,1.15,0.01,0.01,0.09,0.06,0.06,[Fe/H],,,,4.44,0.1,0.1,0.65,0.15,0.15,,,,,,,10.059,0.005,0.005,9.026,0.021,0.021,8.713,0.018,0.018,130.4550018310547,0.24609375,0.251800537109375,161.87955715806146,0.0102452915161848,36.32943547371443,0.0101187033578753,7.619022547415566,0.0142958760261535,-9.946721076965332,0.3041371405124664,5872.84033203125,8.83056640625,4.08056640625,-0.1352999955415725,0.0089000016450881,0.0069999992847442,0.1031366512179374,0.0025226054022167,0.0024336974602192,4.331399917602539,0.0054001808166503,0.0029997825622558,5.548157691955566,0.9449968338012696,0.9709372520446776,15.77,0.2950903360274317,0.0449812556234367,0.0446674356681809,132.03,13.48,13.48,943.0,24.0,24.0,286.9168391246266,44.1654451253084
TOI-544 b,b,TOI-544,5,3,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,2,Osborne et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract,2023-12-18,0.00909,0.00151,0.00151,0.1661166116611661,,,,0.18,0.007,0.007,0.0388888888888888,1.548352,2e-06,2e-06,0.0225,0.0002,0.0002,Reference,0.0,,,0,,,,999.0,14.0,14.0,,,,,,,Reference,2459198.6443,0.0007,0.0007,0.0,,,0.66,0.03,0.04,Reference,0.089,0.007,0.007,Reference,1.21,0.03,0.03,2459199.031363,0.000614,0.000703,2.17,0.36,0.36,K7V,4169.0,70.0,70.0,0.62,0.01,0.01,0.63,0.02,0.02,-0.17,0.09,0.09,[Fe/H],,,,4.68,0.12,0.12,9.0,7.0,7.0,,,,,,,10.777,0.017,0.017,8.592,0.026,0.026,7.8,0.02,0.02,,,,82.29007640896532,0.0126374186947941,-0.3429090586066043,0.0107880644500255,24.44039946624692,0.0159620735794305,8.260202407836914,0.1948711276054382,,,,,,,,,,,,,,,,,1.932878288184776,0.3923592470926397,0.3923592470926397,,,,,,,,
TOI-5542 b,b,TOI-5542,4,6,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Grieves et al. 2022,https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract,2022-10-10,1.32,0.1,0.1,0.0757575757575757,1.31997,0.1,0.1,1.009,0.036,0.035,0.0351833498513379,75.12375,0.00019,0.00018,0.332,0.016,0.016,Reference,0.018,0.026,0.013,0,9.6,1.0,0.9,441.0,48.0,74.0,89.643,0.069,0.061,,,,Reference,,,,125.6,171.4,82.7,0.419,0.058,0.075,Reference,0.957,0.099,0.098,Reference,,,,2458679.3476,0.0015,0.0015,69.17,4.34,4.55,G3V,5700.0,80.0,80.0,1.06,0.04,0.04,0.89,0.06,0.03,-0.21,0.08,0.08,[Fe/H],1.057,0.093,0.093,4.2,0.2,0.2,10.8,2.1,3.6,3.03,0.5,0.5,,,,12.42,0.046,0.046,11.266,0.022,0.022,10.897,0.021,0.021,342.65948486328125,1.6876220703125,1.507080078125,302.79842098768773,0.009638100862503,-61.135466341870085,0.0092643480747938,2.8041629275141338,0.0139122335240244,-53.919681549072266,0.7768336534500122,5731.009765625,2.095703125,2.20166015625,-0.2022999972105026,0.0025999993085861,0.0025999993085861,0.0783117488026619,0.0047225846043533,0.0032094651833176,4.306300163269043,0.0032000541687011,0.0036001205444335,9.09885597229004,1.1089506149291992,1.1089653968811035,69.01,1.5935238662291915,0.2089647518714195,0.2051157252469215,10.87,1.05,1.05,505.0,12.0,12.0,9.951739639176946,3.550833292737242
TOI-558 b,b,TOI-558,2,4,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Ikwut-Ukwa et al. 2022,https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract,2022-03-28,3.61,0.15,0.15,0.0415512465373961,3.60223,0.14968,0.14968,1.086,0.041,0.038,0.0363720073664825,14.574071,2.6e-05,2.6e-05,0.1291,0.002,0.0021,Reference,0.298,0.022,0.02,0,,,,1061.0,13.0,12.0,86.24,0.19,0.22,,,,Reference,,,,132.3,3.6,3.8,0.9073,0.0066,0.0067,Reference,0.557,0.019,0.017,Reference,2.705,0.048,0.046,2458871.07253,0.00053,0.00053,,,,F5V,6466.0,95.0,93.0,1.5,0.04,0.04,1.35,0.06,0.07,-0.004,0.059,0.055,[Fe/H],0.547,0.019,0.018,4.22,0.03,0.03,1.79,0.91,0.73,7.8,0.5,0.5,,,,11.233,0.013,0.013,10.581,0.026,0.026,10.262,0.023,0.023,396.7001037597656,1.84039306640625,1.9420166015625,42.29150974875043,0.0119991190731525,-58.0246822927469,0.0114359287545084,2.460587876592541,0.0130949262529611,29.79381561279297,0.4830990433692932,6386.466796875,9.841796875,9.5048828125,-0.4555999934673309,0.0047000050544738,0.0051000118255615,0.5698671340942383,0.0050651958103435,0.0042270421981811,4.142300128936768,0.0033998489379882,0.0030999183654785,2.87054443359375,0.462374210357666,0.4624435901641845,256.69,3.495230858110512,0.4216682577629407,0.3946006623703879,233.46,7.52,7.81,1088.0,9.0,9.0,6.6918845737550825,18.326547233917665
TOI-559 b,b,TOI-559,2,5,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,1,1,Ikwut-Ukwa et al. 2022,https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract,2022-03-28,6.01,0.24,0.23,0.0391014975041597,6.00923,0.23997,0.22997,1.091,0.028,0.025,0.0242896425297891,6.9839095,5.1e-06,5.1e-06,0.0723,0.0013,0.0013,Reference,0.151,0.012,0.011,0,,,,1180.0,18.0,16.0,89.08,0.52,0.38,,,,Reference,,,,-62.3,3.0,2.6,0.23,0.088,0.13,Reference,0.8276,0.01,0.009,Reference,5.1502,0.024,0.0216,2458893.81305,0.00023,0.00023,,,,G0V,5925.0,85.0,76.0,1.23,0.03,0.03,1.03,0.06,0.06,-0.069,0.065,0.079,[Fe/H],0.227,0.022,0.018,4.27,0.02,0.03,6.8,2.5,2.0,4.08,0.5,0.5,,,,11.091,0.007,0.007,9.985,0.023,0.023,9.638,0.024,0.024,225.46690368652344,3.32659912109375,11.430908203125,46.81861224031439,0.0082432013005018,-31.163004729400924,0.0114124296233057,4.293898796225556,0.0160390920937061,-13.912870407104492,0.2925465404987335,5866.26025390625,27.28564453125,17.8720703125,-0.3282000124454498,0.0240000188350677,0.0151000022888183,0.2204793095588684,0.0049878066233678,0.0042401673272252,4.201200008392334,0.0541000366210937,0.0159997940063476,7.299817085266113,1.5918779373168943,0.9886026382446288,631.62,5.739292515019389,0.4977886595226439,0.4515599105610562,321.52,11.69,11.66,1179.0,11.0,11.0,8.642176908239236,47.50811526801822
